,id,class,cap_shape,cap_surface,cap_color,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,bruises
723,219,edible,convex,smooth,white,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
724,6103,edible,convex,smooth,brown,null,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,No presenta
725,5671,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
726,4437,poisonous,convex,scaly,red,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,No presenta
727,4057,edible,convex,smooth,buff,null,free,close,broad,white,enlarging,?,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,waste,Bruises
728,5223,poisonous,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
729,1244,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
730,6220,edible,flat,scaly,cinnamon,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,Bruises
731,2954,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,wood,Bruises
732,4082,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,paths,No presenta
733,629,edible,bell,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows,Bruises
734,2489,edible,flat,fibrous,brown,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
735,100,edible,convex,scaly,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
736,3995,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,wood,No presenta
737,2082,edible,convex,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
738,406,edible,bell,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,Bruises
739,412,edible,convex,smooth,white,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
740,419,edible,bell,smooth,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
741,1275,edible,flat,smooth,white,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
742,4829,poisonous,convex,smooth,buff,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,Bruises
743,4523,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,wood,No presenta
744,3047,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,Bruises
745,4344,poisonous,convex,smooth,buff,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,urban,Bruises
746,104,edible,convex,smooth,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,Bruises
747,5877,poisonous,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
748,5838,edible,bell,fibrous,green,null,free,crowded,broad,gray,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
749,6152,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
750,4008,poisonous,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,wood,No presenta
751,548,edible,flat,smooth,green,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
752,819,edible,convex,smooth,white,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,wood,Bruises
753,3492,poisonous,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,wood,No presenta
754,4641,poisonous,bell,scaly,pink,null,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses,Bruises
755,2276,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
756,5371,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
757,5399,poisonous,flat,scaly,red,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,No presenta
758,1103,edible,convex,smooth,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
759,2537,edible,convex,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood,Bruises
760,1211,edible,convex,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood,Bruises
761,5688,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,No presenta
762,3122,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood,Bruises
763,1113,edible,bell,scaly,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows,Bruises
764,5805,poisonous,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
765,514,edible,convex,smooth,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,Bruises
766,4343,poisonous,flat,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,grasses,No presenta
767,2355,edible,convex,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,Bruises
768,1693,edible,convex,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
769,2251,edible,convex,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
770,3181,edible,flat,scaly,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood,Bruises
771,2453,edible,convex,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood,Bruises
772,2409,edible,convex,scaly,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
773,5861,poisonous,flat,smooth,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood,No presenta
774,5382,poisonous,flat,scaly,red,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
775,6150,edible,knobbed,fibrous,green,null,free,crowded,broad,white,enlarging,?,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
776,3448,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,No presenta
777,1339,edible,convex,smooth,brown,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
778,2814,edible,flat,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
779,811,poisonous,convex,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,Bruises
780,1420,edible,flat,scaly,yellow,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses,Bruises
781,1102,edible,convex,smooth,white,null,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
782,630,edible,flat,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses,Bruises
783,3823,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,grasses,No presenta
784,518,edible,bell,scaly,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
785,3872,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,grasses,No presenta
786,6040,poisonous,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
787,2277,edible,convex,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,wood,Bruises
788,4973,poisonous,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,grasses,No presenta
789,4605,poisonous,convex,smooth,white,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban,Bruises
790,4107,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,wood,No presenta
791,6391,poisonous,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,wood,No presenta
792,4439,edible,flat,scaly,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
793,416,edible,bell,smooth,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
794,1590,edible,convex,scaly,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
795,1020,edible,flat,smooth,white,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
796,3882,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,wood,No presenta
797,6423,edible,convex,fibrous,green,null,free,crowded,broad,white,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
798,6517,poisonous,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
799,3083,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
800,3463,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,wood,Bruises
801,1882,edible,convex,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,wood,Bruises
802,5791,poisonous,convex,smooth,red,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
803,3609,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
804,5022,poisonous,flat,scaly,buff,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,grasses,Bruises
805,3742,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,wood,No presenta
806,5972,poisonous,knobbed,scaly,cinnamon,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood,No presenta
807,4989,edible,knobbed,scaly,brown,null,free,close,broad,red,enlarging,?,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,waste,Bruises
808,1561,edible,convex,smooth,brown,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
809,1356,edible,flat,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
810,3969,poisonous,convex,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
811,84,edible,sunken,fibrous,brown,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban,No presenta
812,678,edible,convex,scaly,yellow,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,Bruises
813,5048,poisonous,flat,smooth,green,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,grasses,Bruises
814,1274,edible,convex,fibrous,green,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
815,2354,edible,convex,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,wood,Bruises
816,2720,edible,convex,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood,Bruises
817,3026,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood,Bruises
818,5455,poisonous,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,one,evanescent,white,several,wood,No presenta
819,4840,edible,convex,scaly,brown,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
820,5752,poisonous,flat,scaly,red,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
821,1277,edible,flat,fibrous,green,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
822,5496,poisonous,convex,smooth,red,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
823,5329,poisonous,flat,scaly,red,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
824,4271,edible,flat,scaly,pink,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste,Bruises
825,2283,edible,convex,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
826,5312,poisonous,flat,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
827,288,edible,flat,smooth,yellow,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,Bruises
828,6288,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
829,3839,poisonous,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,grasses,No presenta
830,2672,edible,convex,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,wood,Bruises
831,4141,poisonous,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,No presenta
832,4766,edible,convex,scaly,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
833,4545,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,grasses,No presenta
834,3805,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,No presenta
835,3571,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,wood,Bruises
836,3425,edible,flat,scaly,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,wood,Bruises
837,6108,edible,flat,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves,No presenta
838,6002,edible,convex,smooth,brown,null,attached,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves,No presenta
839,349,edible,convex,fibrous,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
840,4052,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,paths,No presenta
841,136,edible,flat,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths,Bruises
842,3537,edible,flat,scaly,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood,Bruises
843,2477,edible,convex,fibrous,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,wood,Bruises
844,2848,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,Bruises
845,3844,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
846,3087,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,wood,Bruises
847,3840,edible,flat,fibrous,green,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,wood,Bruises
848,5573,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
849,3803,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,paths,No presenta
850,5793,poisonous,flat,smooth,red,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
851,2693,edible,convex,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,wood,Bruises
852,3626,poisonous,convex,smooth,green,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,wood,No presenta
853,5327,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,No presenta
854,1216,edible,flat,smooth,green,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
855,1622,edible,flat,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
856,1859,edible,convex,scaly,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,wood,Bruises
857,5927,edible,convex,fibrous,white,null,free,crowded,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,No presenta
858,4242,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,wood,Bruises
859,2778,edible,convex,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,several,wood,Bruises
860,1757,edible,flat,fibrous,white,null,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
861,362,edible,convex,smooth,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
862,144,edible,convex,smooth,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
863,5224,poisonous,flat,smooth,red,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,one,evanescent,white,several,wood,No presenta
864,5548,poisonous,convex,smooth,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,No presenta
865,4267,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,paths,No presenta
866,4599,poisonous,convex,smooth,buff,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban,Bruises
867,917,edible,flat,smooth,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
868,358,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
869,2093,edible,flat,fibrous,green,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
870,5647,poisonous,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
871,1220,edible,convex,fibrous,white,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,No presenta
872,1670,edible,flat,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths,Bruises
873,1804,edible,convex,smooth,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,No presenta
874,1680,edible,flat,fibrous,green,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,No presenta
875,2472,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood,Bruises
876,827,edible,bell,smooth,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,Bruises
877,5712,edible,convex,smooth,green,null,free,crowded,broad,white,enlarging,?,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,No presenta
878,3148,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood,Bruises
879,4729,poisonous,convex,scaly,brown,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,No presenta
880,2950,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood,Bruises
881,2318,edible,flat,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood,Bruises
882,6235,poisonous,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,No presenta
883,4610,poisonous,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,several,wood,No presenta
884,2249,edible,flat,fibrous,brown,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood,Bruises
885,838,edible,convex,fibrous,green,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,urban,No presenta
886,5546,poisonous,flat,smooth,brown,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,No presenta
887,432,edible,bell,smooth,white,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,Bruises
888,3834,edible,flat,fibrous,cinnamon,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,leaves,No presenta
889,5956,poisonous,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,No presenta
890,3934,poisonous,convex,scaly,brown,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,No presenta
891,4672,poisonous,convex,smooth,green,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban,Bruises
892,2777,poisonous,convex,fibrous,white,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood,No presenta
893,6011,poisonous,knobbed,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood,No presenta
894,2564,edible,convex,fibrous,green,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood,Bruises
895,751,edible,convex,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,Bruises
896,2115,edible,flat,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,wood,Bruises
897,3258,edible,flat,fibrous,red,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood,Bruises
898,1531,edible,flat,smooth,green,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,No presenta
899,5938,edible,convex,smooth,green,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,Bruises
